Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
5c98acf6,Tesla Model 3,NMC,75.0,19,201,38.3,0.79,1.02,Moderate,0.0296,96.94,Healthy
fbe7d99d,Wuling Air EV,LFP,26.0,14,163,29.1,0.36,2.0,Moderate,0.0223,99.03,Healthy
7945e178,Wuling Air EV,LFP,26.0,82,402,41.7,0.77,1.03,Moderate,0.027,95.88,Healthy
7d647031,Wuling Air EV,LFP,26.0,79,1069,14.6,0.31,1.98,Conservative,0.0295,94.96,Healthy
16de19af,Ford Mustang Mach-E,NMC,88.0,68,407,25.7,0.42,0.57,Moderate,0.0317,95.84,Healthy
ca1e9638,Ford Mustang Mach-E,NMC,88.0,33,323,31.0,0.29,1.98,Moderate,0.0283,97.55,Healthy
6fe0b229,Hyundai Ioniq 5,NMC,72.6,27,318,31.0,0.77,1.68,Moderate,0.0302,96.23,Healthy
1b658e8a,BYD Atto 3,LFP,60.0,46,596,25.9,0.31,1.03,Moderate,0.0259,96.6,Healthy
6ccc8a02,Tesla Model 3,NMC,75.0,78,523,27.3,0.92,1.7,Aggressive,0.0459,91.84,Healthy
d468e387,Hyundai Ioniq 5,NMC,72.6,90,675,32.9,0.92,1.78,Moderate,0.0475,91.19,Healthy
c3d66c7b,Hyundai Ioniq 5,NMC,72.6,52,578,29.4,0.61,1.72,Conservative,0.0364,94.81,Healthy
edacad77,Tesla Model 3,NMC,75.0,48,651,37.3,0.99,2.01,Conservative,0.0474,91.41,Healthy
0c42fb3f,Wuling Air EV,LFP,26.0,75,567,14.5,0.38,0.53,Aggressive,0.0258,96.9,Healthy
9b77e093,Hyundai Ioniq 5,NMC,72.6,50,604,30.9,0.79,2.06,Moderate,0.0406,93.23,Healthy
6817ba69,Tesla Model 3,NMC,75.0,47,401,11.2,0.04,0.55,Conservative,0.0295,96.3,Healthy
5094bea7,Hyundai Ioniq 5,NMC,72.6,70,1031,19.4,0.79,0.73,Conservative,0.0536,89.59,Healthy
e7dc7e82,Hyundai Ioniq 5,NMC,72.6,56,385,43.4,0.3,2.23,Moderate,0.0399,93.35,Healthy
935fa11e,Hyundai Ioniq 5,NMC,72.6,1,6,27.8,0.06,0.96,Moderate,0.0202,99.47,Healthy
6cb3bc30,Tesla Model 3,NMC,75.0,91,731,32.2,0.87,1.74,Moderate,0.0508,90.11,Healthy
9073dc1e,Wuling Air EV,LFP,26.0,14,160,9.1,0.54,1.77,Conservative,0.0217,99.09,Healthy
7c8816a5,Tesla Model 3,NMC,75.0,38,205,27.9,0.87,0.96,Moderate,0.0272,97.04,Healthy
40393fea,Tesla Model 3,NMC,75.0,14,178,30.5,0.07,1.68,Aggressive,0.0247,98.27,Healthy
35c9c7d7,Wuling Air EV,LFP,26.0,5,27,30.2,0.97,1.62,Conservative,0.0191,100.0,Healthy
be1f3e9f,Tesla Model 3,NMC,75.0,37,314,31.7,0.37,1.85,Moderate,0.0273,97.26,Healthy
604ef3ee,Wuling Air EV,LFP,26.0,25,355,12.4,0.41,0.8,Conservative,0.0248,97.58,Healthy
23466467,Ford Mustang Mach-E,NMC,88.0,22,234,42.0,0.72,0.64,Moderate,0.0334,95.64,Healthy
ac8fbf69,Ford Mustang Mach-E,NMC,88.0,53,690,26.4,0.44,1.77,Conservative,0.0375,94.08,Healthy
64a50d68,Tesla Model 3,NMC,75.0,37,464,16.8,0.09,0.76,Moderate,0.0316,96.13,Healthy
e48d593c,BYD Atto 3,LFP,60.0,35,510,30.2,0.46,1.74,Moderate,0.0252,96.2,Healthy
0edb3bbe,BYD Atto 3,LFP,60.0,42,241,21.2,0.8,1.09,Moderate,0.0234,98.47,Healthy
2747b97e,Tesla Model 3,NMC,75.0,25,228,25.6,0.08,1.28,Moderate,0.0267,97.77,Healthy
792d07b7,Tesla Model 3,NMC,75.0,2,16,25.7,0.67,1.05,Conservative,0.0196,100.0,Healthy
448fd022,BYD Atto 3,LFP,60.0,25,193,34.8,0.09,1.58,Aggressive,0.021,98.96,Healthy
6044b86e,Tesla Model 3,NMC,75.0,70,336,32.3,0.23,1.62,Moderate,0.0287,97.37,Healthy
3101b5a4,BYD Atto 3,LFP,60.0,22,124,35.3,0.55,1.87,Aggressive,0.0224,99.06,Healthy
02030aab,Wuling Air EV,LFP,26.0,33,345,23.0,0.47,0.88,Moderate,0.0236,98.31,Healthy
b835d4a4,BYD Atto 3,LFP,60.0,47,432,25.7,0.91,1.69,Moderate,0.0264,96.39,Healthy
99c89c46,Ford Mustang Mach-E,NMC,88.0,37,472,20.8,0.8,0.6,Moderate,0.0347,94.57,Healthy
118db98e,Ford Mustang Mach-E,NMC,88.0,45,599,24.2,0.23,1.05,Moderate,0.0382,94.3,Healthy
b9235894,Tesla Model 3,NMC,75.0,40,226,28.4,0.45,2.28,Moderate,0.0298,96.32,Healthy
d5a45dfe,Tesla Model 3,NMC,75.0,27,199,21.9,0.26,1.86,Moderate,0.026,98.1,Healthy
b70374b4,Wuling Air EV,LFP,26.0,10,92,26.1,0.28,0.76,Moderate,0.0186,99.26,Healthy
775a79f9,Tesla Model 3,NMC,75.0,9,64,29.0,0.44,2.25,Moderate,0.0258,98.13,Healthy
c0029364,BYD Atto 3,LFP,60.0,70,288,24.9,0.98,0.9,Conservative,0.0254,97.63,Healthy
5697ce92,Hyundai Ioniq 5,NMC,72.6,13,88,18.7,0.98,2.18,Aggressive,0.0236,98.32,Healthy
f4f6a27a,Hyundai Ioniq 5,NMC,72.6,70,854,29.8,0.22,1.22,Conservative,0.0463,91.13,Healthy
235daf82,Ford Mustang Mach-E,NMC,88.0,92,866,11.4,0.69,1.88,Moderate,0.048,91.06,Healthy
c9749052,Tesla Model 3,NMC,75.0,81,904,24.1,0.87,0.9,Conservative,0.0508,89.56,Healthy
1788498f,Hyundai Ioniq 5,NMC,72.6,72,790,43.5,0.34,1.31,Conservative,0.0535,88.99,Healthy
352fe9b8,Tesla Model 3,NMC,75.0,82,912,19.1,0.76,0.54,Moderate,0.0521,89.54,Healthy
76de0203,Wuling Air EV,LFP,26.0,88,402,28.9,0.6,1.44,Moderate,0.0245,97.29,Healthy
196a6644,Wuling Air EV,LFP,26.0,52,276,27.0,0.92,2.22,Moderate,0.0262,98.6,Healthy
fa05929e,Tesla Model 3,NMC,75.0,34,180,17.3,0.42,1.79,Conservative,0.0241,98.88,Healthy
2db8804f,Hyundai Ioniq 5,NMC,72.6,28,253,23.8,0.68,0.74,Moderate,0.0293,97.09,Healthy
93855ef5,Ford Mustang Mach-E,NMC,88.0,61,479,24.1,0.39,2.11,Aggressive,0.0361,94.78,Healthy
52801fc2,BYD Atto 3,LFP,60.0,26,304,26.8,0.3,1.12,Moderate,0.021,99.96,Healthy
83387b87,Wuling Air EV,LFP,26.0,37,320,30.1,0.44,1.37,Moderate,0.0231,97.53,Healthy
efa80610,Tesla Model 3,NMC,75.0,51,414,23.2,0.37,0.93,Aggressive,0.0354,94.78,Healthy
184b3d7a,Ford Mustang Mach-E,NMC,88.0,95,1003,21.0,0.77,2.42,Conservative,0.0503,89.71,Healthy
635e7677,Hyundai Ioniq 5,NMC,72.6,41,605,12.5,0.24,2.27,Moderate,0.0361,94.43,Healthy
e5d2d5bd,Hyundai Ioniq 5,NMC,72.6,71,353,51.4,0.19,1.04,Aggressive,0.047,90.9,Healthy
79c2c70a,Tesla Model 3,NMC,75.0,59,350,33.9,0.72,0.95,Conservative,0.0316,96.62,Healthy
400dc8b1,Hyundai Ioniq 5,NMC,72.6,80,677,24.1,0.84,0.59,Moderate,0.0428,92.8,Healthy
52050baa,Hyundai Ioniq 5,NMC,72.6,93,1277,28.4,0.29,0.68,Aggressive,0.0649,85.47,Healthy
fa65dd59,Tesla Model 3,NMC,75.0,36,474,26.5,0.78,1.17,Conservative,0.0326,96.14,Healthy
17b1ba07,Tesla Model 3,NMC,75.0,50,688,17.6,0.51,1.99,Conservative,0.041,93.83,Healthy
9fe85539,Wuling Air EV,LFP,26.0,12,63,24.4,0.69,0.74,Aggressive,0.0215,99.39,Healthy
ee12fa48,Tesla Model 3,NMC,75.0,67,905,18.1,0.25,1.15,Conservative,0.0414,93.12,Healthy
56dbe1eb,Ford Mustang Mach-E,NMC,88.0,41,592,3.3,0.27,1.85,Moderate,0.0335,95.08,Healthy
b7aa3414,Tesla Model 3,NMC,75.0,87,619,22.5,0.17,2.36,Conservative,0.0363,94.56,Healthy
23c15f83,Wuling Air EV,LFP,26.0,36,326,19.4,0.52,1.94,Moderate,0.0262,97.61,Healthy
6483f3a7,Tesla Model 3,NMC,75.0,71,384,22.3,0.8,1.3,Aggressive,0.0348,94.87,Healthy
c323dc82,BYD Atto 3,LFP,60.0,51,744,31.1,0.62,1.31,Conservative,0.0284,95.56,Healthy
648b27a8,Ford Mustang Mach-E,NMC,88.0,89,363,25.1,0.56,0.64,Moderate,0.0308,96.32,Healthy
5af3dd1f,Tesla Model 3,NMC,75.0,92,411,25.7,0.31,0.76,Moderate,0.0304,96.58,Healthy
ab3629d5,Tesla Model 3,NMC,75.0,63,287,23.1,0.02,2.39,Aggressive,0.0294,96.65,Healthy
1f1fb795,Wuling Air EV,LFP,26.0,7,43,32.0,0.8,0.81,Moderate,0.0192,100.0,Healthy
0c090ba3,BYD Atto 3,LFP,60.0,29,128,44.0,0.45,0.9,Aggressive,0.0239,98.57,Healthy
02b6d862,Hyundai Ioniq 5,NMC,72.6,68,1009,19.6,0.48,1.89,Aggressive,0.0575,87.84,Healthy
7bbcce60,Tesla Model 3,NMC,75.0,54,790,27.5,0.4,0.66,Aggressive,0.0503,89.79,Healthy
29bf2fa0,Tesla Model 3,NMC,75.0,40,336,36.1,0.36,0.66,Aggressive,0.0366,94.7,Healthy
42733fdd,BYD Atto 3,LFP,60.0,4,26,17.2,0.24,0.58,Moderate,0.0189,99.45,Healthy
f11fad8b,Hyundai Ioniq 5,NMC,72.6,1,10,8.0,0.0,0.51,Aggressive,0.0212,99.74,Healthy
a78bdb6c,BYD Atto 3,LFP,60.0,50,308,20.6,0.44,0.67,Aggressive,0.0261,97.25,Healthy
be6c6bb5,Wuling Air EV,LFP,26.0,64,325,33.9,0.91,0.86,Conservative,0.0248,98.15,Healthy
7eabe841,Ford Mustang Mach-E,NMC,88.0,32,449,24.9,0.08,2.5,Moderate,0.032,96.34,Healthy
56c75ba0,Wuling Air EV,LFP,26.0,57,254,22.2,0.7,2.06,Conservative,0.0235,97.99,Healthy
0e4475fd,Ford Mustang Mach-E,NMC,88.0,58,534,25.8,0.87,2.07,Conservative,0.038,94.11,Healthy
686ddef1,Ford Mustang Mach-E,NMC,88.0,93,549,20.1,0.71,0.84,Moderate,0.0395,94.01,Healthy
8ddae55a,Ford Mustang Mach-E,NMC,88.0,66,313,22.2,0.88,0.88,Conservative,0.0289,97.0,Healthy
c2a658e7,Wuling Air EV,LFP,26.0,8,105,25.5,0.99,1.87,Moderate,0.0224,99.51,Healthy
b53b6ddb,Tesla Model 3,NMC,75.0,66,568,37.4,0.37,2.25,Moderate,0.0434,92.3,Healthy
e7284427,BYD Atto 3,LFP,60.0,75,1009,26.5,0.59,0.71,Moderate,0.0323,93.82,Healthy
7942a75a,Hyundai Ioniq 5,NMC,72.6,63,893,25.3,0.67,1.44,Conservative,0.0461,91.53,Healthy
1237bb76,Hyundai Ioniq 5,NMC,72.6,41,281,27.2,0.9,0.61,Aggressive,0.0292,96.41,Healthy
59110a75,Wuling Air EV,LFP,26.0,30,389,24.6,0.1,1.5,Conservative,0.0244,97.58,Healthy
7e55af2f,Ford Mustang Mach-E,NMC,88.0,19,282,34.3,0.81,1.66,Conservative,0.0285,96.53,Healthy
5ef4e0c7,BYD Atto 3,LFP,60.0,33,331,24.3,0.09,1.03,Moderate,0.0236,98.11,Healthy
97bb2116,Wuling Air EV,LFP,26.0,88,1310,23.6,0.71,1.25,Aggressive,0.0412,89.4,Healthy
133b295e,BYD Atto 3,LFP,60.0,96,1436,32.2,0.4,0.8,Moderate,0.0362,90.75,Healthy
8ada448f,BYD Atto 3,LFP,60.0,74,316,20.2,0.66,1.72,Conservative,0.0232,98.79,Healthy
53626e0e,BYD Atto 3,LFP,60.0,2,19,24.1,0.89,2.37,Aggressive,0.0194,100.0,Healthy
9fd24d03,Hyundai Ioniq 5,NMC,72.6,20,218,34.7,0.03,1.09,Moderate,0.0264,97.96,Healthy
bf1fe357,Wuling Air EV,LFP,26.0,21,204,15.9,0.94,1.88,Moderate,0.0223,98.67,Healthy
05509ca4,Tesla Model 3,NMC,75.0,88,1123,13.7,0.63,1.23,Conservative,0.0495,89.36,Healthy
8e2697ba,Wuling Air EV,LFP,26.0,8,109,15.4,0.65,1.58,Conservative,0.0227,99.42,Healthy
aefb728e,Ford Mustang Mach-E,NMC,88.0,76,864,24.1,0.45,1.1,Moderate,0.0425,91.82,Healthy
a6c6a651,Hyundai Ioniq 5,NMC,72.6,16,145,28.4,0.54,2.14,Moderate,0.0213,99.14,Healthy
e3b1eb1c,BYD Atto 3,LFP,60.0,30,367,8.9,0.14,2.23,Conservative,0.0221,98.7,Healthy
4d7adee3,Wuling Air EV,LFP,26.0,76,608,19.4,0.74,1.96,Moderate,0.029,95.97,Healthy
2345f977,BYD Atto 3,LFP,60.0,83,761,33.5,0.94,2.11,Aggressive,0.0386,91.39,Healthy
9e7cc35e,Wuling Air EV,LFP,26.0,51,593,28.2,0.64,0.77,Conservative,0.0279,96.16,Healthy
8193e5a3,Ford Mustang Mach-E,NMC,88.0,52,567,20.7,0.17,0.88,Moderate,0.0371,94.75,Healthy
221fb8ea,Hyundai Ioniq 5,NMC,72.6,52,242,22.9,0.04,0.83,Moderate,0.0292,97.06,Healthy
c4f8bbda,BYD Atto 3,LFP,60.0,70,591,22.1,0.76,1.66,Conservative,0.029,95.55,Healthy
8c16b974,Ford Mustang Mach-E,NMC,88.0,43,268,25.3,0.22,1.48,Aggressive,0.0297,96.66,Healthy
c16d59dd,Wuling Air EV,LFP,26.0,41,551,20.7,0.03,0.9,Conservative,0.025,97.32,Healthy
564fbdee,Hyundai Ioniq 5,NMC,72.6,16,73,32.6,0.7,2.11,Aggressive,0.0265,98.33,Healthy
8c7b8aca,Wuling Air EV,LFP,26.0,25,341,38.4,0.72,2.43,Moderate,0.0285,96.4,Healthy
db915664,Wuling Air EV,LFP,26.0,10,145,8.0,0.12,2.02,Conservative,0.0235,98.97,Healthy
431ed646,Hyundai Ioniq 5,NMC,72.6,29,191,18.7,0.37,1.34,Moderate,0.0239,98.47,Healthy
6faea712,Ford Mustang Mach-E,NMC,88.0,47,206,26.3,0.87,1.81,Moderate,0.029,97.4,Healthy
19c28fa8,Ford Mustang Mach-E,NMC,88.0,3,37,36.1,0.32,0.94,Moderate,0.0201,100.0,Healthy
bb602c86,Wuling Air EV,LFP,26.0,10,44,23.0,0.92,2.37,Aggressive,0.0214,100.0,Healthy
feaadf14,BYD Atto 3,LFP,60.0,23,180,32.5,0.16,1.21,Conservative,0.0224,98.95,Healthy
8e0581df,BYD Atto 3,LFP,60.0,1,8,29.7,0.72,0.67,Moderate,0.019,100.0,Healthy
f64e43bf,Ford Mustang Mach-E,NMC,88.0,18,191,19.1,0.25,0.73,Conservative,0.0252,98.3,Healthy
7b878944,Ford Mustang Mach-E,NMC,88.0,28,200,28.6,0.57,2.22,Moderate,0.0243,98.41,Healthy
68da0ce7,BYD Atto 3,LFP,60.0,28,417,14.0,0.4,1.77,Moderate,0.0264,97.38,Healthy
93a45297,BYD Atto 3,LFP,60.0,48,614,28.5,0.73,2.31,Moderate,0.0287,95.5,Healthy
68318489,BYD Atto 3,LFP,60.0,24,142,25.9,0.22,2.12,Aggressive,0.0218,98.85,Healthy
3ba0ac4c,Ford Mustang Mach-E,NMC,88.0,86,998,21.0,0.2,2.09,Aggressive,0.0549,88.88,Healthy
19662240,Ford Mustang Mach-E,NMC,88.0,60,560,17.6,0.05,1.93,Moderate,0.0321,95.92,Healthy
9b70dc26,Hyundai Ioniq 5,NMC,72.6,40,560,22.4,0.29,1.27,Moderate,0.0337,95.04,Healthy
9b743306,Hyundai Ioniq 5,NMC,72.6,37,424,3.6,0.26,2.01,Moderate,0.0305,96.8,Healthy
b62c5a6f,Wuling Air EV,LFP,26.0,35,461,3.0,0.07,1.91,Moderate,0.0243,97.42,Healthy
ef92378c,Ford Mustang Mach-E,NMC,88.0,81,1112,29.1,0.31,1.96,Moderate,0.0559,88.18,Healthy
74b5fd5f,Wuling Air EV,LFP,26.0,52,437,21.7,0.28,2.49,Moderate,0.025,97.67,Healthy
47cd4c37,Wuling Air EV,LFP,26.0,12,77,17.9,0.23,1.95,Moderate,0.0219,99.37,Healthy
e9309edd,Hyundai Ioniq 5,NMC,72.6,44,186,29.1,0.57,1.23,Conservative,0.0265,97.92,Healthy
cc1fc0f2,Wuling Air EV,LFP,26.0,2,20,19.8,0.05,1.35,Moderate,0.0205,100.0,Healthy
1dd74b86,BYD Atto 3,LFP,60.0,30,187,20.6,0.47,2.08,Moderate,0.023,98.19,Healthy
d945d687,Ford Mustang Mach-E,NMC,88.0,22,182,25.3,0.84,1.43,Moderate,0.0265,98.48,Healthy
cef50820,Tesla Model 3,NMC,75.0,80,985,33.0,0.6,1.06,Moderate,0.0534,88.52,Healthy
8e681f84,Hyundai Ioniq 5,NMC,72.6,52,682,29.9,0.31,2.13,Moderate,0.0388,93.47,Healthy
0e5a4c66,BYD Atto 3,LFP,60.0,59,351,17.9,0.31,1.58,Aggressive,0.022,98.21,Healthy
ca230f3c,BYD Atto 3,LFP,60.0,54,447,23.9,0.68,0.51,Moderate,0.0269,97.04,Healthy
4a804890,Hyundai Ioniq 5,NMC,72.6,50,477,16.9,0.94,1.21,Moderate,0.0356,94.67,Healthy
f1ed701a,Wuling Air EV,LFP,26.0,94,688,30.9,0.06,1.62,Aggressive,0.0281,95.89,Healthy
3896bc67,BYD Atto 3,LFP,60.0,6,67,20.9,0.89,1.65,Moderate,0.022,99.18,Healthy
06998512,BYD Atto 3,LFP,60.0,24,104,28.5,0.63,2.27,Conservative,0.0212,99.62,Healthy
87ba44f8,Wuling Air EV,LFP,26.0,74,566,18.2,0.73,2.49,Moderate,0.0268,95.79,Healthy
9ff607e6,Ford Mustang Mach-E,NMC,88.0,64,318,24.8,0.01,2.06,Moderate,0.0301,97.53,Healthy
4ea61304,Ford Mustang Mach-E,NMC,88.0,77,973,36.5,0.41,0.54,Moderate,0.0584,87.57,Healthy
01a830ac,BYD Atto 3,LFP,60.0,66,853,23.1,0.17,0.52,Moderate,0.0292,95.4,Healthy
ba2fec46,Wuling Air EV,LFP,26.0,3,43,17.1,0.63,2.11,Moderate,0.0208,99.83,Healthy
605785fb,Ford Mustang Mach-E,NMC,88.0,19,282,20.6,0.52,1.12,Moderate,0.0282,97.49,Healthy
fb334853,Wuling Air EV,LFP,26.0,67,373,38.9,0.7,1.97,Conservative,0.0287,96.5,Healthy
56a62ab6,BYD Atto 3,LFP,60.0,36,482,24.8,0.22,2.2,Moderate,0.0245,97.02,Healthy
e42fb972,Wuling Air EV,LFP,26.0,35,303,21.0,0.8,1.04,Moderate,0.0249,98.1,Healthy
aa42087c,BYD Atto 3,LFP,60.0,81,509,26.6,0.43,1.45,Moderate,0.026,96.67,Healthy
9ac70e25,Wuling Air EV,LFP,26.0,58,612,32.9,0.08,0.68,Aggressive,0.0267,96.66,Healthy
6bf7eba4,Hyundai Ioniq 5,NMC,72.6,28,376,29.8,0.76,1.08,Moderate,0.0312,96.2,Healthy
788182fc,Wuling Air EV,LFP,26.0,83,1053,14.9,0.98,1.29,Moderate,0.037,91.94,Healthy
273da5b0,BYD Atto 3,LFP,60.0,83,652,28.5,0.17,1.56,Aggressive,0.0281,96.04,Healthy
79abb2d2,Ford Mustang Mach-E,NMC,88.0,74,324,14.1,0.21,0.84,Conservative,0.0279,97.52,Healthy
62bd44d6,BYD Atto 3,LFP,60.0,94,822,14.5,0.4,1.33,Conservative,0.027,95.4,Healthy
350bc513,Ford Mustang Mach-E,NMC,88.0,21,309,25.1,0.17,2.17,Moderate,0.0291,97.42,Healthy
3f027ba5,BYD Atto 3,LFP,60.0,68,413,32.7,0.77,0.84,Moderate,0.0264,96.78,Healthy
d811e12b,Ford Mustang Mach-E,NMC,88.0,35,426,24.7,0.49,1.24,Conservative,0.0316,96.03,Healthy
93fcfdb2,Tesla Model 3,NMC,75.0,86,464,20.7,0.75,1.74,Moderate,0.0386,94.35,Healthy
c22a11ad,BYD Atto 3,LFP,60.0,79,473,33.5,0.49,0.84,Moderate,0.0264,96.99,Healthy
b10a9438,Wuling Air EV,LFP,26.0,42,397,22.1,0.5,1.44,Moderate,0.0256,97.51,Healthy
2be880ad,Wuling Air EV,LFP,26.0,90,760,13.7,0.3,0.8,Moderate,0.0288,95.76,Healthy
ed3aa797,Tesla Model 3,NMC,75.0,91,791,18.8,0.72,1.13,Moderate,0.0444,91.87,Healthy
6a9a261c,Tesla Model 3,NMC,75.0,10,72,30.7,0.61,2.01,Conservative,0.0205,100.0,Healthy
2edf9b0e,Wuling Air EV,LFP,26.0,5,65,29.7,0.57,2.42,Moderate,0.0203,99.81,Healthy
7204ffa4,Ford Mustang Mach-E,NMC,88.0,37,281,26.5,0.76,0.59,Conservative,0.0287,97.32,Healthy
eb682298,Wuling Air EV,LFP,26.0,81,563,23.8,0.52,0.73,Moderate,0.026,96.9,Healthy
7d43a8e3,Hyundai Ioniq 5,NMC,72.6,70,370,21.3,0.0,0.91,Aggressive,0.028,96.66,Healthy
b5684a99,BYD Atto 3,LFP,60.0,9,115,27.3,0.37,0.59,Conservative,0.0211,99.36,Healthy
117c7d45,Tesla Model 3,NMC,75.0,71,839,25.3,0.2,1.43,Conservative,0.0392,93.22,Healthy
4dcfcadb,Tesla Model 3,NMC,75.0,78,596,28.8,0.64,1.9,Moderate,0.0431,92.79,Healthy
8ecaee63,Ford Mustang Mach-E,NMC,88.0,54,254,21.2,0.99,0.64,Moderate,0.0288,96.76,Healthy
195a71d6,Tesla Model 3,NMC,75.0,74,872,29.0,0.91,1.17,Moderate,0.047,90.55,Healthy
b4180ae3,Hyundai Ioniq 5,NMC,72.6,34,251,9.4,0.06,0.7,Moderate,0.0274,97.86,Healthy
eb8a5597,Hyundai Ioniq 5,NMC,72.6,63,493,30.8,0.67,1.74,Moderate,0.037,94.35,Healthy
8bc74751,BYD Atto 3,LFP,60.0,9,40,21.4,0.17,1.08,Moderate,0.0207,99.29,Healthy
13efd661,Tesla Model 3,NMC,75.0,81,867,29.2,0.84,2.39,Conservative,0.0457,91.23,Healthy
1f0a1666,Tesla Model 3,NMC,75.0,71,784,20.9,0.62,2.3,Moderate,0.0425,92.36,Healthy
a8ea5ddb,Tesla Model 3,NMC,75.0,37,386,12.0,0.33,2.26,Aggressive,0.0373,94.87,Healthy
bc1b075a,Hyundai Ioniq 5,NMC,72.6,23,147,16.3,0.63,0.93,Moderate,0.0266,97.85,Healthy
a45a8de2,Wuling Air EV,LFP,26.0,83,849,35.3,0.44,1.14,Conservative,0.0331,93.75,Healthy
42c27d62,Tesla Model 3,NMC,75.0,54,527,21.8,0.89,1.08,Conservative,0.0344,95.61,Healthy
b0b201d2,Hyundai Ioniq 5,NMC,72.6,60,440,30.5,0.9,1.52,Moderate,0.0333,95.55,Healthy
6e5e4f17,Hyundai Ioniq 5,NMC,72.6,75,520,32.9,0.61,0.59,Moderate,0.0416,93.22,Healthy
9e7294ec,Wuling Air EV,LFP,26.0,48,384,22.1,0.85,2.33,Moderate,0.0227,98.04,Healthy
f85cf201,BYD Atto 3,LFP,60.0,42,251,22.4,0.27,2.46,Aggressive,0.0243,98.15,Healthy
680ec6cc,Wuling Air EV,LFP,26.0,10,149,24.4,0.8,1.34,Aggressive,0.0216,98.91,Healthy
1362528e,BYD Atto 3,LFP,60.0,34,146,32.0,0.34,0.66,Moderate,0.0224,98.97,Healthy
b69aa565,Hyundai Ioniq 5,NMC,72.6,64,813,20.2,0.02,1.67,Moderate,0.0373,94.33,Healthy
bdd1665c,Hyundai Ioniq 5,NMC,72.6,21,179,22.3,0.39,1.74,Conservative,0.026,98.64,Healthy
71461c23,Tesla Model 3,NMC,75.0,83,612,18.9,0.21,0.65,Aggressive,0.0426,92.99,Healthy
a89dfe3b,Ford Mustang Mach-E,NMC,88.0,11,155,18.2,0.22,0.56,Moderate,0.0248,98.34,Healthy
d45bfa1f,Hyundai Ioniq 5,NMC,72.6,59,528,21.3,0.39,1.85,Moderate,0.0341,95.72,Healthy
f6c29175,Ford Mustang Mach-E,NMC,88.0,67,742,19.2,0.65,0.64,Conservative,0.0411,92.93,Healthy
cd596ca0,Tesla Model 3,NMC,75.0,40,486,8.0,0.86,1.04,Moderate,0.0403,93.97,Healthy
d68edf63,Ford Mustang Mach-E,NMC,88.0,56,732,34.3,0.91,0.96,Moderate,0.0524,89.64,Healthy
6b0de76e,Hyundai Ioniq 5,NMC,72.6,6,88,23.1,0.83,1.73,Moderate,0.0249,98.68,Healthy
3a4b1029,Hyundai Ioniq 5,NMC,72.6,55,790,27.3,0.1,1.04,Aggressive,0.0452,91.61,Healthy
a3ec6f97,Ford Mustang Mach-E,NMC,88.0,88,1180,33.5,0.36,1.05,Conservative,0.0558,88.57,Healthy
c95c6494,Wuling Air EV,LFP,26.0,15,144,24.1,0.73,2.35,Moderate,0.022,99.03,Healthy
ed2e9815,Hyundai Ioniq 5,NMC,72.6,49,432,27.0,0.11,1.49,Moderate,0.0307,96.31,Healthy
aa22e60c,Hyundai Ioniq 5,NMC,72.6,90,743,29.4,0.3,0.84,Moderate,0.038,93.86,Healthy
81e2dcf0,BYD Atto 3,LFP,60.0,2,12,27.4,0.84,1.6,Conservative,0.0232,99.98,Healthy
41395e09,BYD Atto 3,LFP,60.0,86,1275,23.5,0.82,0.54,Conservative,0.0363,91.7,Healthy
17ce6d31,BYD Atto 3,LFP,60.0,87,699,15.6,0.63,2.03,Conservative,0.0286,96.01,Healthy
ab0bf9c2,Wuling Air EV,LFP,26.0,69,324,27.2,0.49,1.53,Conservative,0.0229,98.57,Healthy
79772eb2,Wuling Air EV,LFP,26.0,66,448,25.2,0.57,2.42,Moderate,0.0233,96.94,Healthy
7779c041,Tesla Model 3,NMC,75.0,63,663,20.4,0.54,2.3,Moderate,0.0451,92.15,Healthy
50f3c102,Hyundai Ioniq 5,NMC,72.6,41,385,29.2,0.41,0.52,Conservative,0.0314,96.01,Healthy
6b4f6866,Hyundai Ioniq 5,NMC,72.6,47,686,13.1,0.29,1.56,Aggressive,0.0422,92.69,Healthy
c3b5ddbd,Wuling Air EV,LFP,26.0,63,292,13.4,0.55,1.49,Moderate,0.0234,98.15,Healthy
d088291d,Hyundai Ioniq 5,NMC,72.6,25,119,24.7,0.89,1.02,Moderate,0.0252,98.43,Healthy
3fe31e07,Hyundai Ioniq 5,NMC,72.6,67,603,27.0,0.49,1.02,Moderate,0.0378,94.3,Healthy
9c97d69a,BYD Atto 3,LFP,60.0,53,581,34.2,0.04,0.9,Conservative,0.0252,97.65,Healthy
e1000802,Tesla Model 3,NMC,75.0,10,102,15.4,0.44,2.17,Conservative,0.0204,99.17,Healthy
db53a268,Ford Mustang Mach-E,NMC,88.0,7,43,21.9,0.33,1.18,Moderate,0.0201,100.0,Healthy
43ae9cf2,Hyundai Ioniq 5,NMC,72.6,68,303,31.6,0.82,1.43,Moderate,0.0327,95.72,Healthy
1deceb9a,Hyundai Ioniq 5,NMC,72.6,89,651,21.6,0.48,0.67,Conservative,0.0389,93.7,Healthy
